Index,Id,Param1,NameKey,BoxType,BoxItemInfoId,BoxRate,CorrectionBoxRate,AssignmentFlagId,MinConditionLevel,MaxConditionLevel,MinItemCount,MaxItemCount,ItemLevel,EnchantLevel,UnBindRate
1,10002,0,61000130318,Fixed,10001,10,15,0,,,30,30,,,
2,10005,0,61000131037,Fixed,10004,5,7,0,,,30,30,,,
3,10010,0,61000151000,OnlyOne,10006,4000,6000,0,,,1,1,,,
4,10010,0,61000151000,OnlyOne,10007,4000,6000,0,,,1,1,,,
5,10010,0,61000151000,OnlyOne,10008,1700,2550,0,,,1,1,,,
7,490019,0,61000004120,Fixed,490005,1,1,0,,,10,10,,,
8,490020,0,61000004121,Fixed,490005,1,1,0,,,100,100,,,
9,490021,0,61000004122,Fixed,490005,1,1,0,,,1000,1000,,,
10,500104,0,61000006638,OnlyOne,910311,60,90,0,,,1,1,,,
11,500104,0,61000006638,OnlyOne,910312,30,45,0,,,1,1,,,
12,500104,0,61000006638,OnlyOne,910313,10,15,0,,,1,1,,,
13,500105,0,61000006638,OnlyOne,910311,60,90,0,,,1,1,,,
14,500105,0,61000006638,OnlyOne,910312,30,45,0,,,1,1,,,
15,500105,0,61000006638,OnlyOne,910313,10,15,0,,,1,1,,,
16,500106,0,61000006638,OnlyOne,910311,60,90,0,,,1,1,,,
17,500106,0,61000006638,OnlyOne,910312,30,45,0,,,1,1,,,
18,500106,0,61000006638,OnlyOne,910313,10,15,0,,,1,1,,,
19,500110,0,561000500107,OnlyOne,910311,60,90,0,,,1,1,,,
20,500110,0,561000500107,OnlyOne,910312,30,45,0,,,1,1,,,
21,500110,0,561000500107,OnlyOne,910313,10,15,0,,,1,1,,,
22,500111,0,561000500108,OnlyOne,910311,60,90,0,,,1,1,,,
23,500111,0,561000500108,OnlyOne,910312,30,45,0,,,1,1,,,
24,500111,0,561000500108,OnlyOne,910313,10,15,0,,,1,1,,,
25,500112,0,561000500109,OnlyOne,910311,60,90,0,,,1,1,,,
26,500112,0,561000500109,OnlyOne,910312,30,45,0,,,1,1,,,
27,500112,0,561000500109,OnlyOne,910313,10,15,0,,,1,1,,,
37,500122,0,561000500119,OnlyOne,490010,0,0,0,,,5,5,,,
38,500122,0,561000500119,OnlyOne,490011,200,300,0,,,1,1,,,
39,500122,0,561000500119,OnlyOne,510104,150,225,0,,,10,10,,,
40,500122,0,561000500119,OnlyOne,510105,150,225,0,,,10,10,,,
42,500122,0,561000500119,OnlyOne,510012,50,75,0,,,1,1,,,
43,500122,0,561000500119,OnlyOne,510013,50,75,0,,,1,1,,,
44,500122,0,561000500119,OnlyOne,510014,50,75,0,,,1,1,,,
45,500122,0,561000500119,OnlyOne,510015,50,75,0,,,1,1,,,
46,500122,0,561000500119,OnlyOne,510101,70,105,0,,,2,3,,,
47,500122,0,561000500119,OnlyOne,470001,100,150,0,,,4,7,,,
48,500122,0,561000500119,OnlyOne,500120,70,105,0,,,1,1,,,
49,500122,0,561000500119,OnlyOne,500121,20,30,0,,,1,1,,,
50,500122,0,561000500119,OnlyOne,430001,15,22,0,,,1,1,,,
51,500122,0,561000500119,OnlyOne,430011,15,22,0,,,1,1,,,
52,500122,0,561000500119,OnlyOne,430031,15,22,0,,,1,1,,,
53,500122,0,561000500119,OnlyOne,430021,15,22,0,,,1,1,,,
54,500122,0,561000500119,OnlyOne,430061,15,22,0,,,1,1,,,
55,500122,0,561000500119,OnlyOne,430071,15,22,0,,,1,1,,,
56,500122,0,561000500119,OnlyOne,430081,15,22,0,,,1,1,,,
57,500122,0,561000500119,OnlyOne,430041,15,22,0,,,1,1,,,
58,500122,0,561000500119,OnlyOne,430051,15,22,0,,,1,1,,,
59,500122,0,561000500119,OnlyOne,430002,15,22,0,,,1,1,,,
60,500122,0,561000500119,OnlyOne,430012,15,22,0,,,1,1,,,
61,500122,0,561000500119,OnlyOne,430032,15,22,0,,,1,1,,,
62,500122,0,561000500119,OnlyOne,430022,15,22,0,,,1,1,,,
63,500122,0,561000500119,OnlyOne,430062,15,22,0,,,1,1,,,
64,500122,0,561000500119,OnlyOne,430072,15,22,0,,,1,1,,,
65,500122,0,561000500119,OnlyOne,430082,15,22,0,,,1,1,,,
66,500122,0,561000500119,OnlyOne,430042,15,22,0,,,1,1,,,
67,500122,0,561000500119,OnlyOne,430052,15,22,0,,,1,1,,,
68,500123,0,61000081001,OnlyOne,490011,100,150,0,,,1,3,,,
69,500123,0,61000081001,OnlyOne,510104,150,225,0,,,30,70,,,
70,500123,0,61000081001,OnlyOne,510105,150,225,0,,,30,70,,,
72,500123,0,61000081001,OnlyOne,510012,50,75,0,,,1,2,,,
73,500123,0,61000081001,OnlyOne,510013,50,75,0,,,1,2,,,
74,500123,0,61000081001,OnlyOne,510014,50,75,0,,,1,2,,,
75,500123,0,61000081001,OnlyOne,510015,50,75,0,,,1,2,,,
76,500123,0,61000081001,OnlyOne,510101,70,105,0,,,4,7,,,
77,500123,0,61000081001,OnlyOne,510102,70,105,0,,,1,2,,,
78,500123,0,61000081001,OnlyOne,470001,100,150,0,,,10,10,,,
79,500123,0,61000081001,OnlyOne,510009,8,12,0,,,1,1,,,
80,500123,0,61000081001,OnlyOne,500121,45,67,0,,,1,1,,,
81,500123,0,61000081001,OnlyOne,430002,15,22,0,,,1,1,,,
82,500123,0,61000081001,OnlyOne,430012,15,22,0,,,1,1,,,
83,500123,0,61000081001,OnlyOne,430032,15,22,0,,,1,1,,,
84,500123,0,61000081001,OnlyOne,430022,15,22,0,,,1,1,,,
85,500123,0,61000081001,OnlyOne,430062,15,22,0,,,1,1,,,
86,500123,0,61000081001,OnlyOne,430072,15,22,0,,,1,1,,,
87,500123,0,61000081001,OnlyOne,430082,15,22,0,,,1,1,,,
88,500123,0,61000081001,OnlyOne,430042,15,22,0,,,1,1,,,
89,500123,0,61000081001,OnlyOne,430052,15,22,0,,,1,1,,,
90,500123,0,61000081001,OnlyOne,430003,15,22,0,,,1,1,,,
91,500123,0,61000081001,OnlyOne,430013,15,22,0,,,1,1,,,
92,500123,0,61000081001,OnlyOne,430033,15,22,0,,,1,1,,,
93,500123,0,61000081001,OnlyOne,430023,15,22,0,,,1,1,,,
94,500123,0,61000081001,OnlyOne,430063,15,22,0,,,1,1,,,
95,500123,0,61000081001,OnlyOne,430073,15,22,0,,,1,1,,,
96,500123,0,61000081001,OnlyOne,430083,15,22,0,,,1,1,,,
97,500123,0,61000081001,OnlyOne,430043,15,22,0,,,1,1,,,
98,500123,0,61000081001,OnlyOne,430053,15,22,0,,,1,1,,,
99,500124,0,61000081101,OnlyOne,490012,100,150,0,,,1,1,,,
100,500124,0,61000081101,OnlyOne,510104,150,225,0,,,150,300,,,
101,500124,0,61000081101,OnlyOne,510105,150,225,0,,,150,300,,,
103,500124,0,61000081101,OnlyOne,510101,100,150,0,,,10,15,,,
104,500124,0,61000081101,OnlyOne,510102,100,150,0,,,5,5,,,
105,500124,0,61000081101,OnlyOne,510008,10,15,0,,,1,1,,,
106,500124,0,61000081101,OnlyOne,510007,3,4,0,,,1,1,,,
107,500124,0,61000081101,OnlyOne,510011,2,3,0,,,1,1,,,
108,500125,0,61000152000,OnlyOne,410011,10000,15000,0,,,1,1,,,
109,500125,0,61000152000,OnlyOne,410012,16000,24000,0,,,1,1,,,
110,500125,0,61000152000,OnlyOne,410013,10000,15000,0,,,1,1,,,
111,500125,0,61000152000,OnlyOne,1000201,10000,15000,0,,,50,50,,,
112,500125,0,61000152000,OnlyOne,1000202,7000,10500,0,,,50,50,,,
113,500125,0,61000152000,OnlyOne,1000203,3000,4500,0,,,50,50,,,
114,500125,0,61000152000,OnlyOne,510103,1300,1950,0,,,3,3,,,
115,500125,0,61000152000,OnlyOne,490027,3000,4500,0,,,1,1,,,
116,500125,0,61000152000,OnlyOne,911015,700,1050,0,,,1,1,,,
119,500125,0,61000152000,OnlyOne,510104,20700,31050,0,,,400,500,,,
120,500125,0,61000152000,OnlyOne,510105,20700,31050,0,,,400,500,,,
121,500126,0,61000081301,OnlyOne,490010,100,150,0,,,5,5,,,
122,500126,0,61000081301,OnlyOne,490010,100,150,0,,,7,7,,,
123,500126,0,61000081301,OnlyOne,440001,50,75,0,,,20,20,,,
124,500126,0,61000081301,OnlyOne,440011,50,75,0,,,20,20,,,
125,500126,0,61000081301,OnlyOne,400001,50,75,0,,,500,500,,,
126,500126,0,61000081301,OnlyOne,910215,50,75,0,,,1,1,,,
127,500126,0,61000081301,OnlyOne,910216,50,75,0,,,1,1,,,
128,500126,0,61000081301,OnlyOne,910217,50,75,0,,,1,1,,,
129,500126,0,61000081301,OnlyOne,400002,70,105,0,,,50,50,,,
130,500126,0,61000081301,OnlyOne,490049,70,105,0,,,20,20,,,
131,500126,0,61000081301,OnlyOne,500119,50,75,0,,,1,1,,,
132,500126,0,61000081301,OnlyOne,500120,30,45,0,,,1,1,,,
133,500126,0,61000081301,OnlyOne,430001,15,22,0,,,1,1,,,
134,500126,0,61000081301,OnlyOne,430011,15,22,0,,,1,1,,,
135,500126,0,61000081301,OnlyOne,430031,15,22,0,,,1,1,,,
136,500126,0,61000081301,OnlyOne,430021,15,22,0,,,1,1,,,
137,500126,0,61000081301,OnlyOne,430061,15,22,0,,,1,1,,,
138,500126,0,61000081301,OnlyOne,430071,15,22,0,,,1,1,,,
139,500126,0,61000081301,OnlyOne,430081,15,22,0,,,1,1,,,
140,500126,0,61000081301,OnlyOne,430041,15,22,0,,,1,1,,,
141,500126,0,61000081301,OnlyOne,430051,15,22,0,,,1,1,,,
142,500126,0,61000081301,OnlyOne,430002,15,22,0,,,1,1,,,
143,500126,0,61000081301,OnlyOne,430012,15,22,0,,,1,1,,,
144,500126,0,61000081301,OnlyOne,430032,15,22,0,,,1,1,,,
145,500126,0,61000081301,OnlyOne,430022,15,22,0,,,1,1,,,
146,500126,0,61000081301,OnlyOne,430062,15,22,0,,,1,1,,,
147,500126,0,61000081301,OnlyOne,430072,15,22,0,,,1,1,,,
148,500126,0,61000081301,OnlyOne,430082,15,22,0,,,1,1,,,
149,500126,0,61000081301,OnlyOne,430042,15,22,0,,,1,1,,,
